reference,from_in_text_selection,article,quote,coder,page,reference_type
PMC1635254_RDevelopmentCoreTeam-2005,PMC1635254_MS06,PMC1635254,"R Development Core Team (2005) R: A Language and Environmentfor Statistical Computing. R Foundation for Statistical Computing,Vienna, Austria. ISBN 3-900051-07-0.",mjsong1201,11,user_guide
PMC4103605_Rozen-2000,PMC4103605_MZ04,PMC4103605,"ROZEN   ,      S .    ,  AND     H.  J.      SKALETSKY  .  2000 .   Primer3 WWW for general users and for biologist programmers.  In  S. Misener and S. A. Krawetz [eds.], Methods in molecular biology, vol. 132: Bioinformatics methods and protocols, 365–386. Humana Press, Totowa, New Jersey, USA. ",oceanwall,3,publication
PMC3013677-Martelli-2003,PMC3013677_MS20,PMC3013677,"Martelli,P.L., Fariselli,P. and Casadio,R. (2003) An ENSEMBLE machine learning approach for the prediction of all-alphamembrane proteins.Bioinformatics,19(Suppl. 1), i205–i211.",mjsong1201,6,publication
PMC2935446_Su-2007,PMC2935446_AN18,PMC2935446,"Su,C.T. et al. (2007) iPDA: integrated protein disorder analyzer. Nucleic Acids Res., 35, 465–472.",ankimnguyen,8,publication
PMC4801132_Karnovsky01,PMC4801132_JWC05,PMC4801132,"Karnovsky A, Weymouth T, Hull T, et al. Metscape 2 bioinformatics tool for the analysis and visualization of metabolomics and gene expres-sion data. Bioinformatics. 2012;28:373–380.",jackchristen,13,publication
a2008-02-Kutyavin-2006,a2008-02-WATERBIRDS_MJ04,a2008-02-WATERBIRDS,"Kutyavin, I.V.et al.A novel endonuclease IV post-PCR genotyping system.NucleicAcids Res.34, e128 (2006).",mjsong1201,10,publication
PMC1636350_DO-2005,PMC1636350_CM09,PMC1636350,"Do,C.B., Mahabhashyam,M.S., Brudno,M. and Batzoglou,S. (2005)ProbCons: probabilistic consistency-based multiple sequencealignment.Genome Res.,15, 330–340.",anneclarisse,11,publication
PMC4120417_QSR-2012,PMC4120417_EK01,PMC4120417,"QSR International Pty Ltd.NVivo software, Version 10. QSRInternational Pty Ltd, 2012.",evelynkue,8,publication
PMC2773253_Altintas-2004,PMC2773253_TL108,PMC2773253,"Altintas,I. et al. (2004) Kepler: An extensible system for design and execution
of scientific workflows. In SSDBM ’04: Proceedings of the 16th International
Conference on Scientific and Statistical Database Management. IEEE Computer
Society, Washington DC, p. 423.",tonyli0409,7,publication
10.20955%2Fr.2017.319-336_Feenberg-1993,10.20955%2Fr.2017.319-336_HR01,10.20955%2Fr.2017.319-336,"Feenberg, Daniel and Coutts, Elisabeth. “An Introduction to the TAXSIM Model.” Journal of Policy Analysis and Management, 1993, 12(1), pp. 189-94; https://doi.org/10.2307/3325474.",henryrossiter,17,publication
PMC3494016_Hosack_2003,PMC3494016_PS05,PMC3494016,"Hosack, D. A., Dennis, G., Jr., Sherman, B. T., Lane, H. C. & Lempicki, R. A. Identifying biological themes within lists of genes with EASE. Genome Biol4,R70 (2003).",ppseguel,12,publication
PMC3223056_Bradbury-2007,PMC3223056_MS15,PMC3223056,"Bradbury PJ, Zhang Z, Kroon DE, Casstevens TM, Ramdoss Y,Buckler ES.2007. TASSEL: software for association mapping ofcomplex traits in diverse samples.Bioinformatics23,2633–2635.",mjsong1201,17,publication
PMC3329738_Das01,PMC3329738_JWC04,PMC3329738,"Das, J., Mukherjee, S., Mitra, A., andBhattacharyya,  D.  (2006).  Non-canonical base pairs and higherorder structures in nucleic acidscrystal  structure  database  analy-sis.J. Biomol. Struct. Dynam.24,149–161.",jackchristen,9,publication
PMC4683424_Smith-2004,PMC4683424_MS02,PMC4683424,"Smith, S.M., Jenkinson, M., Woolrich, M.W., Beckmann, C.F., Behrens, T.E., Johansen-Berg, H.,Bannister, P.R., De, L.M., Drobnjak, I., Flitney, D.E., Niazy, R.K., Saunders, J., Vickers, J.,Zhang, Y., De, S.N., Brady, J.M., Matthews, P.M., 2004.Advances in functional andstructural MR image analysis and implementation as FSL. NeuroImage 23 (Suppl. 1),S208–S219.",mjsong1201,11,publication
PMC4654549_Aguiar2007,PMC4654549_JWC01,PMC4654549,"Aguiar P, Mendonca L, Galhardo V. OpenControl: a free opensource software for video tracking and automated control of behavioral mazes. J Neurosci Methods. 2007;166(1):66–72.",jackchristen,13,publication
PMC3149990_Shvartsburg-1996,PMC3149990_CM06,PMC3149990,"Shvartsburg,A.A.andJarrold,M.F.,Anexacthard-spheresscatteringmodelforthemobilitiesofpolyatomicions.Chem Phys Lett261,86-91 (1996).",anneclarisse,8,publication
PMC3149990_Mesleh-1996,PMC3149990_CM06,PMC3149990,"Mesleh,M.F.etal.,Structuralinformationfromionmobilitymeasurements:effectsofthelong-rangepotential.J Phys Chem100,16082-16086 (1996).",anneclarisse,8,publication
PMC5419106_Faul01,PMC5419106_JWC04,PMC5419106,"Faul F, Erdfelder E, Lang AG, Buchner A. G*Power 3: a flexible statistical power analysis program for the social, behavioral, and biomedical sciences. Behav Res Methods 2007;39:175-91.",jackchristen,6,publication
PMC5265988_Thomas01,PMC5265988_JWC02,PMC5265988,"Thomas RK, Baker AC, DeBiasi RM, et al. High-throughput oncogenemutation  profiling  in  human  cancer.  Nat  Genet  2007;39:347–51.",jackchristen,6,publication
PMC5419227_SINGH,PMC5419227_YK04,PMC5419227,"Singh J. Critical appraisal skills programme.
Journal of Pharmacology and Pharmacotherapeutics
2013 Jan 1;4(1):76",yashkar,10,publication
a2008-02-WATERBIRDS_Price-2006:,a2008-02-WATERBIRDS_KS01,a2008-02-WATERBIRDS,"Price, A.L.et al.Principal components analysis corrects for stratification in genome-wide association studies.Nat. Genet.38, 904–909 (2006).",skkk9705,10,publication
PMC3822109_Westbrook-2009,PMC3822109_TL02,PMC3822109,"30 Westbrook J, Ampt A. Design, application and testing of the Work Observation
Method by Activity Timing (WOMBAT) to measure clinicians’ patterns of work and
communication. Int J Med Inform 2009;78S:S25–33.",tonyli0409,9,publication
PMC3384331_Edgar-2004,PMC3384331_MZ18,PMC3384331,"Edgar,R.C. (2004) MUSCLE: multiple sequence alignment withhigh accuracy and high throughput.Nucleic Acids Res.,32,1792–1797.",oceanwall,12,publication
PMC1636350_KATOH-2005,PMC1636350_CM29,PMC1636350,"Katoh,K., Kuma,K., Toh,H. and Miyata,T. (2005) MAFFT version 5:improvement in accuracy of multiple sequence alignment.NucleicAcids Res.,33, 511–518.",anneclarisse,10,publication
PMC5041470_Mehta-2013,PMC5041470_HR06,PMC5041470,"77. Mehta,I., Chakraborty,S. and Rao,B.J. (2013) IMACULAT - anopen access package for the quantitative analysis of chromosomelocalization in the nucleus.PloS One,8, e61386.",henryrossiter,20,project_name
PMC4583706-Huber-2015,PMC4583706_MS01,PMC4583706,"]W. Huber, V.J. Carey, R. Gentleman, et al., Orchestrating high-throughput genomicanalysis with Bioconductor. Nat. Methods 12 (2) (2015) 115–121.",mjsong1201,4,publication
PMC3246293_Borlawsky-2011,PMC3246293_JS32,PMC3246293,"Borlawsky, T. B., Lele, O., Jensen,
D., Hood, N. E., and Wewers,
M. E. (2011). Enabling distributed
electronic research data collection
for a rural Appalachian
tobacco cessation study. J. Am. Med.
Inform. Assoc. doi:10.1136/amiajnl-
2011-000354. [Epub ahead of print].",jaskiratsingh23,8,publication
PMC3035800_Chan-2001,PMC3035800_RA26,PMC3035800,"Chan,T. and Vese,L. (2001) Active contours without edges.IEEE Trans. Image Process,10, 266–277.",raghu-achukola,7,publication
10.1007%2Fs10824-017-9302-4_TNSBMRB2012,10.1007%2Fs10824-017-9302-4_MZ01,10.1007%2Fs10824-017-9302-4,"TNS BMRB (2012) 2012/13Taking part survey technical report.Accessed December 12, 2016,http://doc.ukdataservice.ac.uk/doc/7371/mrdoc/pdf/7371_taking_part_y8_technical_report.pdf.",oceanwall,16,publication
aPMC5042035_Sato-2012,PMC5042035_JS01,PMC5042035,"Sato S, Kimura A, Anan T, Yamagishi N, Okada K, MizuguchiH, Ito K. 2012b. A radio transmission pH measurement sys-tem for continuous evaluation offluid pH in the rumen ofcows.Veterinary Research Communication36,85–89",jcsick,10,publication
PMC4654549-Aguiar-2007,PMC4654549_MS01,PMC4654549,"Aguiar P, Mendonca L, Galhardo V. OpenControl: a free opensource software for video tracking and automated control of behavioral mazes. J Neurosci Methods. 2007;166(1):66–72.",mjsong1201,13,publication
PMC1636350-Edgar-2004,PMC1636350_MS42,PMC1636350,"Edgar,R.C. (2004) MUSCLE: multiple sequence alignment with highaccuracy and high throughput.Nucleic Acids Res.,32, 1792–1797.",mjsong1201,10,publication
PMC3597687_GENTLEMAN-2004,PMC3597687_CM02,PMC3597687," Gentleman,R.C., Carey,V.J., Bates,D.M., Bolstad,B., Dettling,M.,Dudoit,S., Ellis,B., Gautier,L., Ge,Y., Gentry,J.et al. (2004)Bioconductor: open software development for computationalbiology and bioinformatics.Genome Biol.,5, R80.",anneclarisse,17,publication
PMC5143422_Svergun-1995,PMC5143422_HR11,PMC5143422,"53 Svergun DI, Barberato C, Koch MHJ. CRYSOL - a program to evaluate X-ray solution scattering of biological macromol-ecules from atomic coordinates. J Appl Crystallogr 1995; 28:768-773.",henryrossiter,15,publication
10.3846%2F1611-1699.2009.10.169-180_Reinhold2006,10.3846%2F1611-1699.2009.10.169-180_MZ01,10.3846%2F1611-1699.2009.10.169-180,"Reinhold, K.; Tint, P.; Kiivet, G. 2006. Risk assessment in textile and wood processing industry, International Jour-nal of  Reliability, Quality and Safety Engineering 13(2): 115–125.",oceanwall,13,publication
10.1111%2Fecin.12482_Greiner-2015,10.1111%2Fecin.12482_TL01,10.1111%2Fecin.12482,"Greiner, B. “Subject Pool Recruitment Procedures: Organizing
Experiments with ORSEE.” Journal of the Economic
Science Association, 1, 2015, 114–25.",tonyli0409,17,publication
PMC4666316_TZ05_United_2012,PMC4666316_TZ05,PMC4666316,"UnitedHealthcare. National Alliance for Caregiving. [Accessed January 25, 2015. Accessed November 14, 2014] e-Connected Family Caregivers: Bringing Caregiving into the 21st Century. 2012. http://www.caregiving.org/data/FINAL_eConnected_Family_Care-giver_Study_Jan%202011.pdf",realrichardparker,12,publication
PMC4666316_TZ05_Mollenkpf_2003,PMC4666316_TZ05,PMC4666316,"Mollenkopf H, Fozard JL. Technology and the good life: challenges for current and future generations of aging people. Annu Rev Gerontol Geriatr. 2003; 23:250–279.",realrichardparker,12,publication
a2001-40-MOL_ECOL_Excoffier-1992,a2001-40-MOL_ECOL_JS04,a2001-40-MOL_ECOL,"Excoffier L, Smouse PE, Quattro JM (1992) Analysis of molecular variance from metric distances among DNA haplotypes: applica-tion to human mitochondrial DNA restriction data. Genetics,131, 479 – 491",jcsick,13,publication
PMC2682500_Bendsten_2004,PMC2682500_TZ10,PMC2682500,"Bendtsen JD, Nielsen H, von Heijne G, Brunak S.2004. Improvedprediction of signal peptides: SignalP 3.0.Journal of Molecular Biology340,783–795.",realrichardparker,13,publication
PMC5226643_Smith01,PMC5226643_JWC02,PMC5226643,"P. M. Smith, P. D. Asimow, Adiabat_1ph: A new public front-end to the MELTS, pMELTS,and pHMELTS models.Geochem. Geophys. Geosyst.6, Q02004 (2005).",jackchristen,7,publication
PMC1636350-Wallace-2006,PMC1636350_MS144,PMC1636350,"Wallace,I.M., O’Sullivan,O., Higgins,D.G. and Notredame,C. (2006) M-Coffee: combining multiple sequence alignment methods with T-Coffee. Nucleic Acids Res., 34, 1692–1699.",mjsong1201,11,publication
PMC2447753_Touzet_2004,PMC2447753_TZ18,PMC2447753," Touzet,H. and Perriquet,O. (2004) CARNAC: folding families ofrelated RNAs.Nucleic Acids Res.,W32, 142–145.",realrichardparker,5,publication
PMC3280600_Chaves_Pascual-2006,PMC3280600_SS01,PMC3280600,"Chaves, L. F. & Pascual, M. Climate cycles and forecasts of cutaneousleishmaniasis, a nonstationary vector-borne disease.PLoS Med3, e295 (2006).",sahilshahh,6,publication
PMC5210542_Speir01,PMC5210542_JWC06,PMC5210542,"Speir,M.L., Zweig,A.S., Rosenbloom,K.R., Raney,B.J., Paten,B.,Nejad,P., Lee,B.T., Learned,K., Karolchik,D., Hinrichs,A.S.et al.(2016) The UCSC Genome Browser database: 2016 update.NucleicAcids Res,44, D717–D725.",jackchristen,9,publication
a2001-40-MOL_ECOL_Posada-1998,a2001-40-MOL_ECOL_MD03,a2001-40-MOL_ECOL,"Posada D, Crandall KA (1998) Modeltest: testing the model ofDNA substitution. Bioinformatics, 14, 817 – 818.",shruthikrish,14,pulication
a2001-40-MOL_ECOL_Posada-1998,a2001-40-MOL_ECOL_MD03,a2001-40-MOL_ECOL,"Posada D, Crandall KA (1998) Modeltest: testing the model ofDNA substitution. Bioinformatics, 14, 817 – 818.",brentbiglin,14,publication
a2001-40-MOL_ECOL_Posada-1998,a2001-40-MOL_ECOL_MD03,a2001-40-MOL_ECOL,"Posada D, Crandall KA (1998) Modeltest: testing the model ofDNA substitution. Bioinformatics, 14, 817 – 818.",mrcyndns,14,publication
a2001-40-MOL_ECOL_Posada-1998,a2001-40-MOL_ECOL_MD03,a2001-40-MOL_ECOL,"Posada D, Crandall KA (1998) Modeltest: testing the model ofDNA substitution. Bioinformatics, 14, 817 – 818.",jcsick,14,publication
10.3846%2Fjbem.2010.28_Wachowicz01,10.3846%2Fjbem.2010.28_JWC03,10.3846%2Fjbem.2010.28,"Wachowicz, T. 2008. NegoCalc: Spreadsheet Based Negotiation Support Tool with Even-Swap Analysis, in J. Climaco, G. Kersten, J. P. Costa. Group Decision and Negotiation 2008: Proceed-ings– Full Papers. INESC Coimbra, 323–329.",jackchristen,22,publication
10.3846%2Fjbem.2010.28_Lai01,10.3846%2Fjbem.2010.28_JWC03,10.3846%2Fjbem.2010.28,"Lai, H.; Lin, H. C.; Lin, W. J. 2007. NeGoGo: ANeGo and SynNeGo, in G. E. Kersten; J. Rios; E. Chen,, in Group Decision and Negotiation 2007: Proceedings. InterNeg Research Centre, Concordia University, Montreal, 75–81.",jackchristen,21,publication
PMC3246293_Franklin-2011,PMC3246293_JS45,PMC3246293,"Franklin, J. D., Guidry, A., and Brinkley,
J. F. (2011). A partnership approach
for electronic data capture in smallscale
clinical trials. J. Biomed.
Inform. PMID: 21651992. [Epub
ahead of print]",jaskiratsingh23,8,publication
PMC3373399_Gentleman-2004,PMC3373399_CM01,PMC3373399,"Gentleman,  R.C.,  V.J.  Carey,  D.M.  Bates,  B.  Bolstad,  M.  Dettling,  S.  Dudoit, B.  Ellis,  L.  Gautier,  Y.  Ge,  J.  Gentry,  et  al.  2004.  Bioconductor:  open software  development  for  computational  biology  and  bioinformatics. Genome Biol. 5:R80. http://dx.doi.org/10.1186/gb-2004-5-10-r80",anneclarisse,12,publication
PMC4374707_Lehmussola-2007,PMC4374707_MZ01,PMC4374707,"4.  Lehmussola A, Ruusuvuori P, Selinummi J, Huttunen H, Yli-Harja O. Computa-tional framework for simulating fluorescence microscope images with cell popula-tions. IEEE Trans Med Imaging 2007;26:1010–1016.",oceanwall,15,publication
PMC2895706_ResearchTriangle_2005a,PMC2895706_PS02,PMC2895706,"Research Triangle Institute. SUDAAN, Release 9.0. Research Triangle Park. NC; 2005.",ppseguel,9,project_name
PMC5132076_Cunningham01,PMC5132076_JWC22,PMC5132076,"Cunningham  F,  Amode  MR,  Barrell  D,  et  al.  Ensembl  2015.Nucleic Acids Res. 2015;43:D662–D669.",jackchristen,7,publication
PMC5221592_Pitchiaya-2013,PMC5221592_BB05,PMC5221592,"Pitchiaya S, Krishnan V, Custer TC, Walter NG (2013). Dissecting non-coding RNA mechanisms in cellulo by single-molecule high-resolution localiza-tion and counting. Methods 63, 188–199",brentbiglin,15,publication
PMC5221592_Pitchiaya-2012,PMC5221592_BB05,PMC5221592,"Pitchiaya S, Androsavich JR, Walter NG (2012). Intracellular single molecule microscopy reveals two kinetically distinct pathways for microRNA as-sembly. EMBO Rep 13, 709–715.",brentbiglin,15,publication
a2004-40-NAT_GENET_Hubbard-2002,a2004-40-NAT_GENET_SK01,a2004-40-NAT_GENET,"Hubbard, T.et al.The Ensembl genome database project.Nucleic Acids Res.30,38–41 (2002).",shruthikrish,7,publication
10.3846%2Fjbem.2010.20_EVOICE-2005,10.3846%2Fjbem.2010.20_TL02,10.3846%2Fjbem.2010.20,"E-VOICE – the voice of the citizen in the information society – the challenge of future democracy in
Europe. 2005 [online] [cited 7 March 2005]. Available from Internet: <http://www.vibamt.dk/Interreghome.nsf/0/bf86de719a39c87ec1256d050035f1db?OpenDocument>",tonyli0409,11,project_page
PMC2626662_CCC01,PMC2626662_JWC14,PMC2626662,"Collaborative Computational Project, Number 4 .  1994 .  The CCP4 suite: programs for protein crystallography. Acta Crystallogr. D Biol. Crystallogr.50 : 760 – 763 ",jackchristen,11,publication
PMC2626662_Murshudov01,PMC2626662_JWC14,PMC2626662,"Murshudov ,  G.N. ,  A.A. Vagin , and  E.J. Dodson .  1997 .  Refi nement of macromolecular structures by the maximum-likelihood method. Acta Crystallogr. D Biol. Crystallogr.53 : 240 – 255 .",jackchristen,11,publication
a2000-04-Swofford-1981,a2000-04-MOL_ECOL_MJ01,a2000-04-MOL_ECOL,"Swofford DL, Selander RB (1981) biosys-1: a Fortran program for
the comprehensive analyses of electrophoretic data in population
genetics and systematics. Journal of Heredity, 72, 281–283.",mjsong1201,7,publication
PMC3309518_Brett_2002,PMC3309518_RA04,PMC3309518,"Brett M, Anton J, Valabregue R, Poline J. Region of interest analysis using an SPM toolbox.Neuroimage2002;16: S497.",raghu-achukola,7,publication
PMC4103605-MEGLÉCZ-2010,PMC4103605_MS04,PMC4103605,"  MEGLÉCZ   ,      E .    ,      C .       COSTEDOAT   ,      V .       DUBUT   ,      A .       GILLES   ,      T .       MALAUSA   ,      N .       PACH   ,  AND     J.  F.      MARTIN  .  2010 .    QDD: A user-friendly program to select mi-crosatellite markers and design primers from large sequencing proj-ects.     Bioinformatics (Oxford, England)     26 :   403 – 404 . ",mjsong1201,3,publication
PMC3273808_delano-2002,PMC3273808_HR01,PMC3273808,"DeLano,W.L. (2002) The PyMOL Molecular Graphics System,Version 1.1beta4, Schro ̈dinger, LLC. http://www.pymol.org(30 September 2011, date last accessed)",henryrossiter,12,project_name
PMC3337072_Churchill-2004,PMC3337072_MZ08,PMC3337072,"37.  Churchill GA. Using ANOVA to analyze microarray data.Biotechniques2004;37: 173–175,177.",oceanwall,9,publication
PMC3337072_Wu-2003,PMC3337072_MZ08,PMC3337072,"38.  Wu  X,  Pang  ST,  Sahlin  L,  Blanck  A,  Norstedt  G,  Flores-Morales  A.  Gene  expressionprofiling of the effects of castration and estrogen treatment in the rat uterus.Biol  Reprod2003;69: 1308–1317.",oceanwall,9,publication
PMC4790474_Emsley-2004,PMC4790474_TL05,PMC4790474,"Emsley, P. and Cowtan, K. (2004) Coot: model-building tools for molecular
graphics. Acta Crystallogr. D Biol. Crystallogr. 60: 2126–2132.",tonyli0409,11,publication
PMC3177212_Schrodinger01,PMC3177212_JWC03,PMC3177212,"Schrodinger,LL.C. (2008) The PyMOL Molecular GraphicsSystem, Version 1.1r1 from http://www.pymol.org.",jackchristen,12,project_page
PMC3281721_Iwase_1999,PMC3281721_TZ04,PMC3281721,"Iwase, K., and Hirono, S. (1999) Estimation of active conformations of drugs by a new molecular superposing procedure. J. Comput. Aided Mol. Des. 13, 499–512",realrichardparker,12,publication
PMC3822109_SAS-2012,PMC3822109_TL01,PMC3822109,"SAS Institute. SAS proprietary software release 9.2. Cary, NC, USA: SAS Institute,
2012",tonyli0409,9,project_name
PMC3223056_Pritchart_2000b,PMC3223056_PS29,PMC3223056,"Pritchard JK, Stephens M, Donnelly P. 2000. Inference of population structure using multilocus genotype data. Genetics 155,945–959",ppseguel,18,publication
