selection,coder,article,quote,page,mention_type,certainty,memo
PMC1636350_MS70,mjsong1201,PMC1636350,"For   column   score   measurement   of   alignmentquality,  MUMMALS  with  HMM_3_3_1  or  HMM_1_3_1has a lower average column score than MAFFT-[le]insi and ProbCons, but the difference between them is not statistically significant.",6,software,10,"PROBCONS is an efficient protein multiple sequence alignment program, which has demonstrated a statistically significant improvement in accuracy compared to several leading alignment tools."
PMC3198286_RA02,raghu-achukola,PMC3198286,"Magnetization prepared rapidgradient echo andfluid attenuated inver-sion recovery images were coregisteredto a standard template and segmentedto calculate regional brain tissue andWMH volumes normalized for
     intracra-nial volume (SPM7, University CollegeLondon, U.K.) (14) (IDL, Research Systems,Boulder, CO; MATLAB, MathWorks, Natick,MA)(12,13)",1,software,10,IDL is data vis software
PMC2731890_EK28,evelynkue,PMC2731890,That means that PlatProm scoresaround real TSPs are higher than background values,6,software,10,Called software already
PMC2649809_JS02,jcsick,PMC2649809,"All data files were transmitted to the bioinformatics data-process-ing lab for analysis after converting to the standard mzXML format(32, 33) and then searched with X! Tandem (January 1, 2007 release)configured  with  a  scoring  function  (24)  compatible  with  Peptide-Prophet(25) and ProteinProphet (26).",3,software,9,google search specified as open source software
PMC4255760_TZ01,realrichardparker,PMC4255760,"After electrophoresis in a 1.5% agarose gel, ethidiumbromide–stained bands were visualized by ultraviolet transillumi-nation, and the fluorescence intensity was semiquantified using aBio2239 gel analysis system (Bio-Print, Chicago, IL)",3,software,3,"Name and contexnt make Bio2239 sound like software, however googling for Bio2239 finds nothing"
PMC5036010_JWC06,jackchristen,PMC5036010,"But most of all, we wish to thank MagneRekdal, who designed the software that made this projectpossible.",6,software,10,called software
PMC4472590_HR01,henryrossiter,PMC4472590,"Data processing was carried out viaSPSS ver. 16 (SPSS Inc., Chicago, IL, USA)",3,software,10,common stat software
PMC2731890_EK35,evelynkue,PMC2731890,Scheme illustrating the strategy used to convert PlatProm scores into probability of RNAPol binding,7,software,10,Called software already
PMC5112610_HR06,henryrossiter,PMC5112610,we also used the online prediction tool DisPort search (http://www.disport.org/search.php) to predict whether the ad,2,software,10,online search tool
PMC4374707_MZ02,oceanwall,PMC4374707,"The algorithms described in this article were imple-mented inMATLAB(2011b, The MathWorks, Natick, MA) usingthe image processing toolbox DIPimage (16).",4,software,10,matlab is a well known software
PMC1538888_JWC02,jackchristen,PMC1538888,on  of  proteins  (SCOP)  (23)  database.  One,2,software,4,looked it up
PMC4968915_BB02,brentbiglin,PMC4968915,"Allimage   processes   and   statistical   analyses  were   done   using Matlab (Mathworks, Natick, MA, USA).",3,software,10,known software
PMC4407761_SV03,vsanchana,PMC4407761,"Statistical analyses were performed in SPSS, version 17, andGraphPad Prism, version 5 for Mac (GraphPad Software, SanDiego, California).",3,software,8,Googled it and found that GraphPad was a science software that could be used for several needs
PMC4758284_EK02,evelynkue,PMC4758284,"""Cell apoptosis was analyzed using Cell Quest 3.0 software (Becton Dickinson).""",3,software,10,The authors call it software
PMC3481138_RA01,raghu-achukola,PMC3481138,"A  minimum  of  10 000  events  were  collected  for  each
    sample  withflow cytometer (CyAN ADP; Dako Italia S.p.a., Milan, Italy)
    by using the Summit4.3 software (Beckman Coulter) for data acquisition and analysis",9,software,10,says software
PMC3608489_TL07,tonyli0409,PMC3608489," The composite images
were assembled using Adobe Illustrator CS5.",12,software,10,used context clues
PMC4536843_CM01,anneclarisse,PMC4536843,"RevMan  5.1  (Cochrane  Information  Management  System [IMS]) and Stata software 8.0 (StataCorp LP, College Station, TX, USA) were used to do the statistical analyses.",2,software,10,Google
PMC2682500_TZ17,realrichardparker,PMC2682500,"All sequence alignments and phylogenetic tree construc-tion were performed using the ClustalX algorithm with theGonnet residue weights (Thompsonet al., 1997).",4,software,10,"Mentioned here as an algorithm, but later on in the article is called software, googling finds that ClustalX is a program used for multiple sequence alignments"
PMC3309518_MS07,mjsong1201,PMC3309518,We conducted analyses of variance within PASW Statistics18  to  measure  the  overall  effect  of  group  on  the  primarycontrast  activation  data  (happy  minus  neutral  and  fearfulminus neutral) for each region of interest.,4,software,8,Statistics software
PMC1636350_MS15,mjsong1201,PMC1636350,"Therefore,   from   BAliBASE 2.0   pairwise   alignments,   wederived   parameters   only   for   models   HMM_1_1_0   andHMM_1_1_1   that   do   not   have   local   structure-dependentmatch states.",3,other,6,BAliBASE: a benchmark alignment database for the evaluation of multiple alignment programs.
PMC5210605_CB04,carsonbrown19,PMC5210605,". In conclusion, RNALocate will be of help in
elucidating the entirety of RNA subcellular localization,
and developing new prediction methods.",1,software,10,RNA locate is software
PMC3589787_BB04,brentbiglin,PMC3589787,Bayesiananalyses(criticalvalueforthetopologicalconvergencediagnosticsetto0.01)wereperformedontheindividuallociusingMrBayesv.3.2.1(Huelsenbeck&Ronquist2001)asdescribedbyCrousetal.(2006b).,5,software,9,computer program
PMC5112610_HR01,henryrossiter,PMC5112610,and new TTLL12 36AA plus isoform were predicted by bioinformatics softwares,2,software,10,says it is software in quote
PMC5238813_SK211,shruthikrish,PMC5238813," Fscaret is  specialized  for  in  silicofeature  selection  experiments, whereby approximately 120 different packages are used to fit models.37",4,software,8,package for R
PMC3246293_JS34,jaskiratsingh23,PMC3246293,"A challenge specific to multi-site studies is the need to have
all users have the same implementation of CARAT, the same
forms and layouts.",7,software,10,repetetive use
PMC2935446_AN29,ankimnguyen,PMC2935446,"Each classifier is designed individually, i.e. uses different parameters and different set of input features (see Sections 2.5 and 2.6) computed from the IUPred, DISOclust and DISOPRED2 predictions, the sequence, the sequence profiles and the various relevant sequence-based predictions.",3,software,10,Google search.
PMC3494016_PS06,ppseguel,PMC3494016,"Gene Set Enrichment Analysis(GSEA)58,59 was used to Gene Set Enrichment Analysis (GSEA)58,59was used tocompare the gene expression pattern of the mouse RbF/F;K14creERTM;p1072/2 tumors with other gene signatures.",10,software,10,checked in google
PMC4437485_JS02,jcsick,PMC4437485,"Currents were filtered at 2 kHz, acquired, and digitizedat 10 kHz using Clampex10.3 (Molecular Devices). ",12,software,7,google search yielded information suggesting clampex is software
PMC4793000_HR01,henryrossiter,PMC4793000,"The statistical analysis was performed using the Sigma Stat software package, version 3.2 (San Jose, EUA).",2,software,10,says software in quote
PMC1636350_MS116,mjsong1201,PMC1636350,"Among  existing  multiple  aligners,  MUMMALS  is  meth-odologically  closest  to  ProbCons.",8,software,10,"They have developed MUMMALS, a program to construct multiple protein sequence alignment using probabilistic consistency."
PMC5406524_EK04,evelynkue,PMC5406524,ClustalX2[9]and FigTree v1.4.2 were used forsequence alignments and phylogeny,3,software,10,Google says it's software.
PMC3341159_MS01,mjsong1201,PMC3341159,Images were taken using the 63× objective (1.4 NA Plan-Apochromat oil objective) and acquired via AxioVision software with a camera (AxioCam MRm) and saved as raw data files (Carl Zeiss).,6,software,10,the imaging software for image and digital microscopy
PMC4230620_MS02,mjsong1201,PMC4230620,"Automatic  detection  of  nuclei  in the  H2B-mCherry  channel  and  subsequent  analysis  of  movies  for mitotic timing were with CellCognition software as described previ-ously (Held etal., 2010).",7,software,10,a free open-source computational framework for quantitative analysis
PMC4027805_EK02,evelynkue,PMC4027805,"Some documents(text,imagesandvideos) will be made available too ther universities under creative commons(CC)li-cencesviaWikiVet,Vetipedia or in the form of e-books.",10,software,10,Same memo as above
PMC5089661_HR10,henryrossiter,PMC5089661,the original unfiltered population without vis-ualizing the analysis area in IDEAS.,6,software,10,says in the paper that IDEAS is a software
PMC2935446_AN11,ankimnguyen,PMC2935446,"(ii) methods built utilizing machine-learning classifiers, such as DISpro (Hecker et al., 2008), DISOPRED (Jones and Ward, 2003) DISOPRED2 (Ward et al., 2004), PrDOS (Ishida and Kinoshita, 2007), POODLE- S (Shimizu et al., 2007a), POODLE-L (Hirose et al., 2007), POODLE-W (Shimizu et al., 2007b), Spritz (Vullo et al., 2006), DisPSSMP (Su et al., 2006), DisPSSMP2 (Su et al., 2007), IUP (Yang and Yang, 2006), NORSnet (Schlessinger et al., 2007b) and OnD-CRFs (Wang and Sauer, 2008); ",1,software,10,"Google search, software tool"
PMC4551318_JS03,jcsick,PMC4551318,"Digital images were acquired with a Mega-ViewIII camera controlled with iTEM software (Olympus Soft Imaging Systems, Germany) and then postprocessed using ImageJ (National Institutes of Health, Bethesda, MD) and Adobe Illustrator.",11,software,9,google search yielded info that adobe illustrator is software
PMC3024503_RA01,rajat-ahuja1997,PMC3024503,"Two teeth were copied to the same
dimension copper dies by a CAD/CAM procedure",2,software,10,Says they used CAD/CAM software but doesn't specify
PMC5406524_EK05,evelynkue,PMC5406524,ClustalX2[9]and FigTree v1.4.2 were used forsequence alignments and phylogeny,3,software,10,Google says it's software.
PMC3498803_TL01,tonyli0409,PMC3498803,The cells were then analyzed by FACS.,13,algorithm,5,googled and found its a method
PMC2935446_AN59,ankimnguyen,PMC2935446,and GeneSilicoMetaServer [297] are unpublished and do not offer implementations/servers. The McGuffin [379] method is not automated and requires human expert and the DISOclust [97] results submitted to CASP8 are better than the results generated by the stand-alone DISOclust provided to,6,software,10,Google search.
PMC5293311_JWC01,jackchristen,PMC5293311,Comparison of Patient-reported Outcomes after Implant Versus Autologous Tissue Breast Reconstruction Using the BREAST-Q,1,software,3,looked it up
PMC4163634_MD03,mrcyndns,PMC4163634,"RNAsc, RNAstructure andSHAPEKNOTSsoftware[49–51] were used to predict the secondary RNA structureincluding SHAPE reactivity values.",13,software,9,it explicitly states that it is software
PMC4453642_SK01,shruthikrish,PMC4453642,"Statistical analyses were per-formed using IBM SPSS Statistics for Windows, release 20.0.0.1(IBM Corp., Armonk, NY, USA).",2,software,9,this is a common statistical analysis software
PMC3138425_TL03,tonyli0409,PMC3138425,"were then multiply aligned using the UCSC/MULTIZ alignment
pipeline",2,other,7,is actually a database
PMC4103437_EK09,evelynkue,PMC4103437,"Phyloge-nies of individual and concatenated loci were estimated with a maximum likelihood (ML) analysis using RAxML 7.0.3 ( Stamatakis et al., 2008 ).",2,software,10,Google says it's software.
PMC4914536_HR01,henryrossiter,PMC4914536,"All relevant data were recorded by the pharmacist in aninternal database, using IBM SPSS for Windows 20.0.",3,software,10,coded spss before
PMC5132076_JWC08,jackchristen,PMC5132076,"ubsets:  (SIFT,  PolyPhen2-HDIV,  PolyPhen2-HVAR,LRT,  MutationTaster,  MutationAssessor,  FATHMM,  MetaSVM,and  MetaLR),  or  (VEST3  CADD-raw,  CADD-phred,  GERPþþ, phyloP46way-placental,  phyloP100way-vertebrate  and  SiPhy-29way-logOdds).",3,software,7,looked it up
PMC4812504_AN02,ankimnguyen,PMC4812504,"...measured on toluidine blue histological images with Image J 1.47v (NIH Image, National Institute of Health, Bethesda, MD). ",4,software,10,Searched on Google and confirmed that it was software.
PMC3212591_SV01,vsanchana,PMC3212591,"All data were expressed
as mean ±standard deviation, and SPSS ver. 18.0 (SPSS Inc.,
Chicago, IL, USA) software was used for statistical processing. ",2,software,8,clearly states that the software was used for stat processing
